#Zinb
#yaml:
#    date: 2023-01-18 12:15:22
#    transit_version: v4.0.0
#    app_or_command_line: app
#    console_command: transit 
#    calculation_time: 37.7seconds
#    analysis_type: Zinb
#    files:
#       combined_wig: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/comwig.tsv
#       annotation_path: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/annotation.H37Rv.prot_table
#    parameters:
#       normalization: TTR
#       n_terminus: 0.0
#       c_terminus: 0.0
#       pseudocount: 5.0
#       should_append_gene_descriptions: true
#    group_names: [Cholesterol, Glycerol]
#    lfc_columns: [Log 2 FC Cholesterol, Log 2 FC Glycerol]
#    mean_columns: [Mean Cholesterol, Mean Glycerol]
#    summary_info:
#       Hits: 100
#    
#Rv	Gene	TA Sites	Mean Cholesterol	Mean Glycerol	Log 2 FC Cholesterol	Log 2 FC Glycerol	Non Zero Mean Cholesterol	Non Zero Mean Glycerol	Non Zero Percentage Cholesterol	Non Zero Percentage Glycerol	P Value	Adj P Value	Status	Gene Annotation
Rv2454c	-	15	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	2-oxoglutarate ferredoxin oxidoreductase subunit beta 
Rv2455c	-	37	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT) 
Rv2456c	-	20	340.2	207.8	0.307	-0.391	486.0	277.0	0.70	0.75	0.736276529671534	1.0	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 
Rv2457c	clpX	19	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	ATP-dependent protease ATP-binding subunit 
Rv2458	mmuM	17	189.1	291.1	-0.337	0.273	275.5	366.6	0.69	0.79	0.0110618689617878	0.23477051679539002	-	homocysteine methyltransferase 
Rv2459	-	21	247.2	194.0	0.161	-0.181	445.0	271.6	0.56	0.71	0.486249366698528	1.0	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 
Rv2460c	clpP2	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	ATP-dependent Clp protease proteolytic subunit 
Rv2461c	clpP	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	ATP-dependent Clp protease proteolytic subunit 
Rv2462c	tig	19	27.0	135.5	-1.431	0.704	76.9	190.7	0.35	0.71	9.01252783098794e-05	0.007338772662375894	-	trigger factor 
Rv2463	lipP	20	234.4	307.9	-0.206	0.180	351.6	439.9	0.67	0.70	0.253747805088089	1.0	-	PROBABLE ESTERASE/LIPASE LIPP 
Rv2464c	-	11	280.2	362.1	-0.194	0.171	577.9	531.0	0.48	0.68	0.4927882943456	1.0	-	POSSIBLE DNA GLYCOSYLASE 
Rv2465c	-	7	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	ribose-5-phosphate isomerase B 
Rv2466c	-	9	161.8	213.6	-0.208	0.182	291.2	349.6	0.56	0.61	0.623946473527616	1.0	-	hypothetical protein Rv2466c 
Rv2467	pepN	38	175.0	106.3	0.306	-0.388	343.9	179.4	0.51	0.59	0.476030020471892	1.0	-	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE) 
Rv2468c	-	5	174.6	234.3	-0.222	0.192	174.6	292.9	1.00	0.80	0.0303550060396416	0.4326960947912256	-	hypothetical protein Rv2468c 
Rv2469c	-	10	175.7	176.4	-0.003	0.003	351.3	294.0	0.50	0.60	0.86044627649302	1.0	-	hypothetical protein Rv2469c 
Rv2470	glbO	9	4.8	4.6	0.015	-0.015	25.7	41.0	0.19	0.11	0.241320835546696	1.0	-	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO 
Rv2471	aglA	16	160.8	161.1	-0.002	0.002	335.6	234.4	0.48	0.69	0.360763660935432	1.0	-	PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE) 
Rv2472	-	8	203.8	104.8	0.390	-0.537	326.0	152.4	0.62	0.69	0.768868238303026	1.0	-	hypothetical protein Rv2472 
Rv2473	-	17	95.8	120.6	-0.167	0.150	148.1	151.9	0.65	0.79	0.248483384881268	1.0	-	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN 
Rv2474c	-	13	46.5	55.5	-0.121	0.112	362.3	206.0	0.13	0.27	0.54318880353519	1.0	-	hypothetical protein Rv2474c 
Rv2475c	-	8	95.3	63.0	0.254	-0.308	254.1	167.9	0.38	0.38	0.961801483140927	1.0	-	hypothetical protein Rv2475c 
Rv2476c	gdh	64	0.5	2.7	-0.264	0.223	50.3	117.1	0.01	0.02	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE) 
Rv2477c	-	27	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	putative ABC transporter ATP-binding protein 
Rv2478c	-	6	489.8	332.2	0.250	-0.303	678.2	443.0	0.72	0.75	0.997324619574093	1.0	-	hypothetical protein Rv2478c 
Rv2479c	-	26	180.5	123.0	0.243	-0.292	201.1	133.3	0.90	0.92	0.918387914176566	1.0	-	PROBABLE TRANSPOSASE 
Rv2480c	-	4	251.4	160.5	0.281	-0.350	335.1	160.5	0.75	1.00	0.166737175326131	0.92366354577705	-	POSSIBLE TRANSPOSASE 
Rv2481c	-	5	160.9	127.1	0.155	-0.174	301.8	211.9	0.53	0.60	0.960117982590715	1.0	-	hypothetical protein Rv2481c 
Rv2482c	plsB2	41	84.1	69.8	0.121	-0.132	211.0	150.5	0.40	0.46	0.952042762644627	1.0	-	glycerol-3-phosphate acyltransferase 
Rv2483c	plsC	27	85.1	52.9	0.284	-0.355	246.2	142.7	0.35	0.37	0.782191412214318	1.0	-	POSSIBLE TRANSMEMBRANE PHOSPHOLIPID BIOSYNTHESIS BIFUNCTIONNAL ENZYME PLSC: PUTATIVE L-3-PHOSPHOSERINE PHOSPHATASE (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSP) (PSPASE) + 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (1-AGP ACYLTRANSFERASE) (1-AGPAT) (LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE) (LPAAT) 
Rv2484c	-	22	168.6	128.5	0.177	-0.202	300.8	161.5	0.56	0.80	0.0574041419710177	0.6027434906956859	-	hypothetical protein Rv2484c 
Rv2485c	lipQ	21	302.5	290.6	0.028	-0.029	433.1	406.8	0.70	0.71	0.703865597435376	1.0	-	PROBABLE CARBOXYLESTERASE LIPQ 
Rv2486	echA14	10	297.7	411.9	-0.249	0.213	496.2	514.9	0.60	0.80	0.205420475116039	0.9764820645949278	-	enoyl-CoA hydratase 
Rv2487c	PE_PGRS42	25	89.2	102.7	-0.100	0.093	202.7	213.9	0.44	0.48	0.335746994182327	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv2488c	-	46	192.4	236.0	-0.151	0.137	327.7	319.3	0.59	0.74	0.0339010049186631	0.4554377428466861	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (LUXR-FAMILY) 
Rv2489c	-	5	361.6	272.4	0.187	-0.215	493.1	340.5	0.73	0.80	0.983678250819665	1.0	-	HYPOTHETICAL ALANINE RICH PROTEIN 
Rv2490c	PE_PGRS43	51	270.4	308.2	-0.096	0.090	449.6	491.1	0.60	0.63	0.167805039288229	0.92366354577705	-	PE-PGRS FAMILY PROTEIN 
Rv2491	-	15	12.6	4.6	0.371	-0.501	94.3	46.0	0.13	0.10	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	hypothetical protein Rv2491 
Rv2492	-	31	31.5	25.4	0.125	-0.137	172.1	92.6	0.18	0.27	0.616100493538908	1.0	-	hypothetical protein Rv2492 
Rv2493	-	0	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	TA sites <= 1, not analyzed	hypothetical protein Rv2493 
Rv2494	-	5	68.4	166.4	-0.738	0.486	128.2	208.0	0.53	0.80	0.184968470360772	0.9416832359444095	-	hypothetical protein Rv2494 
Rv2495c	pdhC	14	45.1	16.3	0.490	-0.748	189.6	75.8	0.24	0.21	0.685929806049776	1.0	-	branched-chain alpha-keto acid dehydrogenase subunit E2 
Rv2496c	pdhB	24	9.6	5.6	0.216	-0.253	63.0	53.5	0.15	0.10	0.444362858039806	1.0	-	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (BETA SUBUNIT) PDHB (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 
Rv2497c	pdhA	23	87.1	23.2	0.615	-1.094	222.6	76.2	0.39	0.30	0.0832919638630368	0.7073980332282873	-	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (ALPHA SUBUNIT) PDHA (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 
Rv2498c	citE	9	74.5	80.4	-0.052	0.051	125.7	120.6	0.59	0.67	0.828405767748108	1.0	-	PROBABLE CITRATE (PRO-3S)-LYASE (BETA SUBUNIT) CITE (CITRASE) (CITRATASE) (CITRITASE) (CITRIDESMOLASE) (CITRASE ALDOLASE) 
Rv2499c	-	6	396.3	684.2	-0.442	0.338	792.6	1172.9	0.50	0.58	0.339141290306027	1.0	-	POSSIBLE OXIDASE REGULATORY-RELATED PROTEIN 
Rv2500c	fadE19	28	10.6	15.2	-0.200	0.176	68.2	141.7	0.15	0.11	0.095868938272834	0.7441966220011822	-	POSSIBLE ACYL-CoA DEHYDROGENASE FADE19 (MMGC) 
Rv2501c	accA1	27	36.4	25.6	0.201	-0.234	184.0	98.7	0.20	0.26	0.89070204402583	1.0	-	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA1: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 
Rv2502c	accD1	29	444.3	65.0	0.791	-1.891	1610.5	163.9	0.28	0.40	0.00637019914142793	0.17058452734427812	-	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD1 
Rv2503c	scoB	7	123.8	73.4	0.314	-0.402	433.1	342.3	0.29	0.21	0.738476548581381	1.0	-	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (BETA SUBUNIT) SCOB (3-OXO-ACID:COA TRANSFERASE) (OXCT B) (SUCCINYL CoA:3-OXOACID CoA-TRANSFERASE) 
Rv2504c	scoA	13	90.6	79.0	0.091	-0.097	235.7	136.9	0.38	0.58	0.509372682085452	1.0	-	PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE) 
Rv2505c	fadD35	36	172.2	138.3	0.145	-0.161	413.3	269.1	0.42	0.51	0.79952132689134	1.0	-	acyl-CoA synthetase 
Rv2506	-	9	24.4	183.0	-1.887	0.790	82.3	219.6	0.30	0.83	0.000147595913403721	0.010707412626924488	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 
Rv2507	-	19	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	POSSIBLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 
Rv2508c	-	17	140.9	222.7	-0.356	0.286	256.7	344.2	0.55	0.65	0.199598586284769	0.9676772287681996	-	PROBABLE CONSERVED INTEGRAL MEMBRANE LEUCINE AND ALANINE RICH PROTEIN 
Rv2509	-	11	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 
Rv2510c	-	17	68.7	65.8	0.028	-0.029	184.3	117.7	0.37	0.56	0.465417915676871	1.0	-	hypothetical protein Rv2510c 
Rv2511	orn	8	2.8	0.0	0.283	-0.353	33.3	0.0	0.08	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	oligoribonuclease 
Rv2512c	-	16	73.1	102.2	-0.246	0.210	100.3	130.8	0.73	0.78	0.091908067351292	0.730955401435889	-	IS1081 transposase 
Rv2513	-	8	86.9	127.3	-0.287	0.239	122.6	185.2	0.71	0.69	0.304583800446071	1.0	-	hypothetical protein Rv2513 
Rv2514c	-	7	32.3	76.2	-0.667	0.454	75.4	177.8	0.43	0.43	0.374015433349672	1.0	-	hypothetical protein Rv2514c 
Rv2515c	-	21	49.7	71.0	-0.258	0.219	142.2	149.2	0.35	0.48	0.513942484065212	1.0	-	hypothetical protein Rv2515c 
Rv2516c	-	13	0.0	1.3	-0.179	0.159	0.0	34.3	0.00	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	hypothetical protein Rv2516c 
Rv2517c	-	7	184.7	117.9	0.279	-0.347	242.5	165.1	0.76	0.71	0.87137982934177	1.0	-	hypothetical protein Rv2517c 
Rv2518c	lppS	21	3.5	6.2	-0.219	0.190	72.5	87.1	0.05	0.07	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE CONSERVED LIPOPROTEIN LPPS 
Rv2519	PE26	35	130.7	100.2	0.172	-0.196	245.1	171.0	0.53	0.59	0.996453809520639	1.0	-	PE FAMILY PROTEIN 
Rv2520c	-	1	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	TA sites <= 1, not analyzed	POSSIBLE CONSERVED MEMBRANE PROTEIN 
Rv2521	bcp	10	209.4	173.1	0.127	-0.140	285.5	216.4	0.73	0.80	0.947790286816209	1.0	-	PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP 
Rv2522c	-	19	53.9	102.0	-0.494	0.367	161.7	204.0	0.33	0.50	0.192953875002986	0.9575696035595946	-	hypothetical protein Rv2522c 
Rv2523c	acpS	4	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	4'-phosphopantetheinyl transferase 
Rv2524c	fas	71	0.3	0.0	0.042	-0.043	32.6	0.0	0.01	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE FATTY ACID SYNTHASE FAS (FATTY ACID SYNTHETASE) 
Rv2525c	-	13	302.4	174.5	0.337	-0.440	346.9	206.2	0.87	0.85	0.803981295186657	1.0	-	hypothetical protein Rv2525c 
Rv2526	-	1	110.9	0.0	0.939	-3.596	166.3	0.0	0.67	0.00	1.0	1.0	TA sites <= 1, not analyzed	hypothetical protein Rv2526 
Rv2527	-	9	33.4	52.6	-0.322	0.263	112.6	105.1	0.30	0.50	0.510217949781544	1.0	-	hypothetical protein Rv2527 
Rv2528c	mrr	10	122.2	73.7	0.306	-0.388	333.4	210.5	0.37	0.35	0.878391625041971	1.0	-	PROBABLE RESTRICTION SYSTEM PROTEIN MRR 
Rv2529	-	16	41.3	138.7	-1.037	0.597	110.1	317.1	0.38	0.44	0.0102320252097387	0.2313789277836325	-	hypothetical protein Rv2529 
Rv2530c	-	3	0.3	10.5	-0.977	0.577	2.6	63.2	0.11	0.17	0.0120556655612739	0.2479489978839323	-	hypothetical protein Rv2530c 
Rv2530A	-	5	14.2	56.8	-1.079	0.610	53.1	142.1	0.27	0.40	0.105028140924206	0.7701756249053768	-	hypothetical protein Rv2530A 
Rv2531c	-	50	127.6	137.9	-0.055	0.053	273.5	250.7	0.47	0.55	0.446618919617513	1.0	-	PROBABLE AMINO ACID DECARBOXYLASE 
Rv2532c	-	6	178.9	225.5	-0.172	0.154	230.0	270.6	0.78	0.83	0.400737006552563	1.0	-	hypothetical protein Rv2532c 
Rv2533c	nusB	4	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	transcription antitermination protein NusB 
Rv2534c	efp	11	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	elongation factor P 
Rv2535c	pepQ	19	57.2	3.7	0.811	-2.027	141.7	28.1	0.40	0.13	0.000884930939254888	0.0371670994487053	-	PROBABLE CYTOPLASMIC PEPTIDASE PEPQ 
Rv2536	-	9	190.8	195.2	-0.016	0.016	322.0	270.3	0.59	0.72	0.781646686881881	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv2537c	aroD	7	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	3-dehydroquinate dehydratase 
Rv2538c	aroB	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	3-dehydroquinate synthase 
Rv2539c	aroK	5	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	shikimate kinase 
Rv2540c	aroF	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	chorismate synthase 
Rv2541	-	3	5.9	0.2	0.435	-0.625	17.7	1.4	0.33	0.17	0.0700860416116493	0.6642358813075552	-	HYPOTHETICAL ALANINE RICH PROTEIN 
Rv2542	-	13	193.5	186.6	0.025	-0.025	269.5	220.6	0.72	0.85	0.605115624998876	1.0	-	hypothetical protein Rv2542 
Rv2543	lppA	14	86.9	108.0	-0.157	0.142	260.6	252.0	0.33	0.43	0.725753931562304	1.0	-	PROBABLE CONSERVED LIPOPROTEIN LPPA 
Rv2544	lppB	15	21.1	26.3	-0.138	0.126	105.5	79.0	0.20	0.33	0.64518732392948	1.0	-	PROBABLE CONSERVED LIPOPROTEIN LPPB 
Rv2545	-	10	266.1	430.8	-0.383	0.302	498.9	783.3	0.53	0.55	0.437168143394298	1.0	-	hypothetical protein Rv2545 
Rv2546	-	9	201.8	162.4	0.144	-0.160	272.4	224.9	0.74	0.72	0.798370586572673	1.0	-	hypothetical protein Rv2546 
Rv2547	-	2	54.2	95.5	-0.432	0.332	162.6	127.3	0.33	0.75	0.513005590554376	1.0	-	hypothetical protein Rv2547 
Rv2548	-	5	14.9	16.7	-0.062	0.060	55.9	33.3	0.27	0.50	0.59147197723056	1.0	-	hypothetical protein Rv2548 
Rv2549c	-	5	380.4	399.7	-0.036	0.035	407.6	399.7	0.93	1.00	0.42515584739585	1.0	-	hypothetical protein Rv2549c 
Rv2550c	-	7	24.8	7.2	0.504	-0.781	86.9	33.8	0.29	0.21	0.541981080490406	1.0	-	hypothetical protein Rv2550c 
Rv2551c	-	2	173.3	119.5	0.236	-0.282	346.7	239.1	0.50	0.50	0.934996203922786	1.0	-	hypothetical protein Rv2551c 
Rv2552c	aroE	5	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	shikimate 5-dehydrogenase 
Rv2553c	-	18	1.4	0.0	0.165	-0.186	74.4	0.0	0.02	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE CONSERVED MEMBRANE PROTEIN 
Rv2554c	-	4	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	Holliday junction resolvase-like protein 
Rv2555c	alaS	42	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	alanyl-tRNA synthetase 
Rv2556c	-	5	45.5	62.1	-0.219	0.190	85.4	88.7	0.53	0.70	0.381832356550597	1.0	-	hypothetical protein Rv2556c 
Rv2557	-	12	449.9	444.9	0.008	-0.008	647.9	533.9	0.69	0.83	0.554734932320248	1.0	-	hypothetical protein Rv2557 
Rv2558	-	7	204.9	236.8	-0.105	0.098	307.4	368.3	0.67	0.64	0.498395146180686	1.0	-	hypothetical protein Rv2558 
Rv2559c	-	16	226.6	268.6	-0.125	0.115	302.1	390.7	0.75	0.69	0.0660439027623523	0.6490521478369105	-	recombination factor protein RarA 
Rv2560	-	24	134.6	151.3	-0.084	0.079	197.8	242.1	0.68	0.62	0.0854057492028147	0.7120405176896824	-	PROBABLE PROLINE AND GLYCINE RICH TRANSMEMBRANE PROTEIN 
Rv2561	-	3	151.5	139.6	0.056	-0.058	272.6	209.5	0.56	0.67	0.964453719371639	1.0	-	hypothetical protein Rv2561 
Rv2562	-	8	203.5	117.3	0.334	-0.436	287.3	156.3	0.71	0.75	0.932955170645877	1.0	-	hypothetical protein Rv2562 
Rv2563	-	9	135.4	175.2	-0.191	0.169	243.8	286.7	0.56	0.61	0.672304880021568	1.0	-	PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 
Rv2564	glnQ	14	121.2	125.9	-0.027	0.026	212.2	167.9	0.57	0.75	0.446077284554282	1.0	-	PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ 
Rv2565	-	26	119.8	89.3	0.188	-0.216	266.9	178.5	0.45	0.50	0.993931803762568	1.0	-	hypothetical protein Rv2565 
Rv2566	-	52	116.6	142.0	-0.143	0.130	195.6	220.5	0.60	0.64	0.0419008831734583	0.5134311764652604	-	LONG CONSERVED HYPOTHETICAL PROTEIN 
Rv2567	-	39	11.0	35.4	-0.818	0.519	85.7	131.5	0.13	0.27	0.0229202352822531	0.36556773988501023	-	CONSERVED HYPOTHETICAL ALANINE AND LEUCINE RICH PROTEIN 
Rv2568c	-	17	60.0	57.8	0.024	-0.024	160.9	151.3	0.37	0.38	0.646189797772829	1.0	-	hypothetical protein Rv2568c 
Rv2569c	-	23	12.8	59.5	-1.206	0.648	63.2	152.0	0.20	0.39	0.00295284401666641	0.09277045375196045	-	hypothetical protein Rv2569c 
Rv2570	-	4	155.7	70.3	0.446	-0.648	267.0	140.6	0.58	0.50	0.826019545592496	1.0	-	hypothetical protein Rv2570 
Rv2571c	-	9	167.6	153.4	0.060	-0.063	282.7	251.0	0.59	0.61	0.854224409290632	1.0	-	PROBABLE TRANSMEMBRANE ALANINE AND VALINE AND LEUCINE RICH PROTEIN 
Rv2572c	aspS	23	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	aspartyl-tRNA synthetase 
Rv2573	-	4	338.9	231.8	0.244	-0.294	369.7	231.8	0.92	1.00	0.661756835236753	1.0	-	2-dehydropantoate 2-reductase 
Rv2574	-	8	112.9	104.2	0.054	-0.056	225.8	185.2	0.50	0.56	0.919173433060806	1.0	-	hypothetical protein Rv2574 
Rv2575	-	18	73.7	42.3	0.321	-0.414	153.0	84.5	0.48	0.50	0.859725046471057	1.0	-	POSSIBLE CONSERVED MEMBRANE GLYCINE RICH PROTEIN 
Rv2576c	-	11	160.4	249.4	-0.344	0.277	278.6	365.8	0.58	0.68	0.345084892115889	1.0	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 
Rv2577	-	40	163.1	103.8	0.280	-0.348	355.8	188.7	0.46	0.55	0.524429807133169	1.0	-	hypothetical protein Rv2577 
Rv2578c	-	18	137.0	161.1	-0.117	0.109	284.6	223.1	0.48	0.72	0.167623749961577	0.92366354577705	-	hypothetical protein Rv2578c 
Rv2579	dhaA	15	113.6	136.7	-0.134	0.123	196.6	178.4	0.58	0.77	0.320240050490061	1.0	-	haloalkane dehalogenase 
Rv2580c	hisS	18	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	histidyl-tRNA synthetase 
Rv2581c	-	7	0.0	0.7	-0.091	0.085	0.0	9.1	0.00	0.07	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II) 
Rv2582	ppiB	18	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE B PPIB (CYCLOPHILIN) (PPIASE) (ROTAMASE) (PEPTIDYLPROLYL ISOMERASE) 
Rv2583c	relA	36	9.5	16.2	-0.299	0.248	128.6	166.8	0.07	0.10	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE GTP PYROPHOSPHOKINASE RELA (ATP:GTP 3'-PYROPHOSPHOTRANSFERASE) (PPGPP SYNTHETASE I) ((P)PPGPP SYNTHETASE) (GTP DIPHOSPHOKINASE) 
Rv2584c	apt	12	96.7	149.1	-0.330	0.269	183.3	223.6	0.53	0.67	0.198986659835841	0.967397859483591	-	adenine phosphoribosyltransferase 
Rv2585c	-	27	275.2	146.6	0.376	-0.510	405.3	247.4	0.68	0.59	0.29103190689183	1.0	-	POSSIBLE CONSERVED LIPOPROTEIN 
Rv2586c	secF	18	20.2	7.8	0.408	-0.570	155.7	70.1	0.13	0.11	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	preprotein translocase subunit SecF 
Rv2587c	secD	24	2.6	2.4	0.022	-0.023	93.5	113.5	0.03	0.02	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	preprotein translocase subunit SecD 
Rv2588c	yajC	2	754.1	239.5	0.597	-1.038	754.1	239.5	1.00	1.00	0.131942841816796	0.8381487105765993	-	preprotein translocase subunit YajC 
Rv2589	gabT	22	248.1	276.6	-0.079	0.075	356.0	358.0	0.70	0.77	0.402920092436433	1.0	-	4-aminobutyrate aminotransferase 
Rv2590	fadD9	62	346.8	306.8	0.084	-0.090	481.3	376.6	0.72	0.81	0.346688489281922	1.0	-	PROBABLE FATTY-ACID-CoA LIGASE FADD9 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 
Rv2591	PE_PGRS44	13	100.5	134.4	-0.215	0.187	195.9	183.9	0.51	0.73	0.267462418469517	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv2592c	ruvB	8	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	Holliday junction DNA helicase B 
Rv2593c	ruvA	6	1.8	9.8	-0.675	0.458	31.6	117.8	0.06	0.08	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	Holliday junction DNA helicase motor protein 
Rv2594c	ruvC	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	Holliday junction resolvase 
